processed_text_gpt_lematizado,count
bypassnega,1
colicasnega,1
enfermagemalexalencarcorenspte,1
cientealexalencarcorenspte,1
intercorrenciaalexalencarcorenspte,1
alencar,1
aciclovirfará,1
pom,1
levi,1
iccd,1
comuso,1
focaisbeg,1
reverter,1
utiapós,1
furosemidas,1
anamneseolho,1
farmacologicas,1
acople,1
físicohiperemia,1
direitaepisódio,1
vasoconstritora,1
epigastralgiaecd,1
ech,1
mantenhodreno,1
serohematicommii,1
empastamentocdentro,1
anamneselesao,1
olga,1
condutatrok,1
urologiador,1
anonega,1
hematuriaprescrito,1
consultanao,1
slinghabito,1
endurecidasingesta,1
clavulinurc,1
alteraçõesurc,1
scondutauro,1
vaxomclavulinretorno,1
gostando,1
graciela,1
grs,1
salaluciana,1
odilio,1
fabianao,1
alertapiora,1
jaleco,1
visceromeg,1
olgimdieta,1
lactosetrazer,1
rogerio,1
lara,1
osteoartrite,1
internouse,1
etiológico,1
mostrava,1
oscilando,1
continuação,1
compmes,1
pendentes,1
pesovolemia,1
pthvitd,1
alteracões,1
assimétricos,1
albcr,1
anamnesevem,1
oofaroplastia,1
vlpc,1
piroseassintomaticahi,1
epsontanea,1
apsecto,1
consome,1
ppapmed,1
losartanaalergiaef,1
dermatológico,1
coradoac,1
mller,1
credenciada,1
bocafez,1
icacortx,1
nutricionalrealizada,1
geralhd,1
meningiomainfecção,1
operatóriaap,1
serafimtécnicoa,1
fisicoboa,1
gary,1
rcrabd,1
medicaçoesap,1
esquerd,1
afundamento,1
biltareral,1
epitelização,1
reavaliaçãoreavalio,1
evcd,1
espondidiscoartropatia,1
atualalergias,1
desogestrelexame,1
palpaçãolab,1
ravalição,1
amitripitilina,1
itunega,1
acionou,1
aciono,1
sobreposto,1
jejumhb,1
mvdiscretos,1
higieni,1
atualpreoperatorio,1
antecedentesrefere,1
glicadatshtlhmpcrucrtt,1
supericial,1
lactoseigaantitransglutaminase,1
utimonitorização,1
continuanora,1
cefepimecetoprofeno,1
fonoaudiologico,1
intensdiva,1
intermediários,1
modleve,1
igappf,1
vedamento,1
obervada,1
soalho,1
nutritivo,1
canolamento,1
condutaseio,1
toqueapoio,1
inflamaçõesusg,1
amostraseda,1
infamatórios,1
pnag,1
liquórico,1
infratentorial,1
urgêncialeve,1
malignidadecd,1
desacompanhadosem,1
olgaolgim,1
obstrutivanão,1
borja,1
toracoabdomialtóraxatelectasias,1
decúbitopulmonar,1
torácicaabdomevesícula,1
watt,1
oluna,1
epa,1
bdbi,1
yasminsinais,1
tqtvm,1
novamox,1
traqueostomizadoneuro,1
eotvm,1
hemodiniamicamente,1
hemossiderina,1
bicho,1
apagados,1
intracaniana,1
anosdça,1
crownem,1
biologicoqueixas,1
altamapa,1
arvercr,1
constatando,1
examevesicula,1
anosmuc,1
lexapro,1
ciprofibratoalergia,1
citada,1
reralizado,1
josi,1
rejane,1
jeronimo,1
blefarite,1
dgm,1
ceratite,1
blefaritecd,1
cylocort,1
nascimentobeneficiárioa,1
joviane,1
nasser,1
hepatopata,1
ppropanolol,1
encaminhadado,1
tércio,1
genzini,1
hpática,1
serrilhados,1
rombas,1
laboratoriolabs,1
compesação,1
clínicareavaliação,1
reagindo,1
disposiçãoh,1
poliana,1
enfermeirah,1
mãehs,1
diassintomáticosstatus,1
cintra,1
domingas,1
nphs,1
anamneseainda,1
miernm,1
discaisosteofitosreduçao,1
noitenao,1
pregabaloinamt,1
ciar,1
etnaav,1
contínuossedentárioaf,1
especilidade,1
decranio,1
anotaçõ,1
manipulaçoesmantedno,1
identificaçõese,1
pulseia,1
roxamanteadno,1
secolivre,1
aaleitamento,1
hogiene,1
nlrn,1
sobrecrga,1
acpdolamin,1
dprometazina,1
anosa,1
osteonecrose,1
marcilina,1
agiarda,1
dolica,1
aparentemnete,1
chicken,1
falimiares,1
ithamar,1
histoquimica,1
cólico,1
nero,1
tasso,1
frontino,1
orienatdo,1
reflexões,1
depilação,1
ommati,1
pirovani,1
silvacoren,1
hidorcefalia,1
arotinadumsem,1
atrasomacdalinegpapapendiciteteve,1
alergiasaf,1
erosão,1
ciatico,1
artrosemuc,1
hidroclorotiazdia,1
condricart,1
svpa,1
prpecedimento,1
diagnósticacisto,1
artro,1
forame,1
bilateralpaciente,1
ativocd,1
deambularfisioterapia,1
xdiamanter,1
laríngeo,1
hmanter,1
fechadoprofilaxia,1
tevatibioticoprofilaxia,1
restaurar,1
líquidacoletado,1
interorrênciaaguarda,1
anosportador,1
siolorreia,1
queixasrnm,1
anterosseptal,1
mmfe,1
ivaneide,1
partr,1
condutala,1
hipotireoidismoex,1
recentetsh,1
capilarhs,1
brandaprescrição,1
brandaantecedentes,1
iame,1
préviointolerâncias,1
maricilda,1
laqueadurag,1
vitaistexte,1
clicemia,1
texte,1
vitai,1
poliartrosefibromialgia,1
ooi,1
ioi,1
efsem,1
sinovitesedema,1
controlesprescoriento,1
pnmed,1
évellyn,1
negaustv,1
ccpapeis,1
policísticos,1
cq,1
pcsi,1
pcse,1
okcondutaagendo,1
rcq,1
simonetti,1
tende,1
taça,1
poucaa,1
semidesnatado,1
dietlightzerodesnatado,1
oleaginosascoco,1
esquerdoocupação,1
carbs,1
preparada,1
presnça,1
acompanhantecomunicativaorientada,1
larigeo,1
cordas,1
vocais,1
babá,1
obstruçoes,1
traqueosotomia,1
primarios,1
frautra,1
portocarth,1
flogismo,1
cepap,1
pressãoinstalado,1
cst,1
pauloenfermeiroa,1
liquidasparenquima,1
encefealico,1
dorma,1
estrutruras,1
alergiaef,1
precrevo,1
mgbeg,1
cheaaaorientaçoes,1
esquerdofilkenstein,1
assintomáticaef,1
dipaclinda,1
coledocolitíase,1
termometrados,1
medicaçõesaceitandobem,1
oferecidadiureseevacuação,1
aaatu,1
negativoee,1
fétidotv,1
anexosexs,1
negativourina,1
segusg,1
anecoide,1
normaldu,1
puntiforme,1
uniloculada,1
complexidadeaval,1
urgênciaconduta,1
bacteruria,1
capilarmedicado,1
ceiarealizado,1
musculare,1
intimahs,1
dispersos,1
grupamentos,1
pormovendo,1
urocoletor,1
hidratadao,1
acaianotico,1
panturrilah,1
nefrolitotripsias,1
coexiste,1
defic,1
vitam,1
medicam,1
projeções,1
preechido,1
tomografiah,1
ulcerosas,1
anoem,1
escitalopramcd,1
zanon,1
albuminúriaatualmgg,1
albuminacreatinina,1
blanquet,1
tcg,1
anosgpa,1
mundial,1
melenaenterorragia,1
canabidinol,1
norfloxaxino,1
norflox,1
tracos,1
páscoa,1
poligonais,1
pavimentosas,1
polifarmacia,1
posicao,1
qid,1
crislaine,1
upbegchaaaloteem,1
xnega,1
queixassolicito,1
internaçãocalmacontactuandocolaborativaem,1
fraldaorientado,1
identificaçaoaferido,1
salinizadosucesso,1
tentativautilizado,1
leukomed,1
ofertadadiurese,1
plantãosegue,1
cuidadpos,1
félix,1
disúriaham,1
chaaapa,1
ciprofloxacinoprescrevo,1
pessoaloriento,1
cipedescrição,1
geralassepsia,1
campospunção,1
direitapassagem,1
setorcom,1
seldingerbom,1
refluxofixação,1
filhaorientada,1
ortopediatraumaequipe,1
pseudartrosedeformidade,1
precisohs,1
realzaido,1
palca,1
neutralização,1
hambúrgueres,1
frangovegetariano,1
analgesiamanter,1
atbzero,1
mieretorno,1
hipodramo,1
halta,1
becaletti,1
pacisnete,1
rxcd,1
orientooriento,1
myliconretorno,1
anutenção,1
eupeneicadeambulando,1
operatoios,1
fritos,1
secou,1
penteadura,1
espremido,1
braila,1
multir,1
pulmonardpoc,1
uaps,1
sensório,1
hipocontactuante,1
pleuroparenquimatosa,1
sonolentaacv,1
esquereda,1
coráveis,1
arredonda,1
requerendo,1
insatisfação,1
casso,1
considera,1
dietzero,1
entrarem,1
pudimflan,1
limãomaracujá,1
eleva,1
polenguinhos,1
caminho,1
percorreu,1
lightzerodesnatado,1
detox,1
coim,1
simetiocna,1
vômiot,1
iplano,1
indefeso,1
hipoc,1
vcmeg,1
fixasa,1
bad,1
eupneicohiperemia,1
conjutivite,1
psem,1
histogense,1
turmo,1
nevuverrucose,1
camedicamento,1
sarmanho,1
orogastrico,1
alteraçoesrealizado,1
salpinge,1
esvaecido,1
flucinazol,1
sorolizar,1
neuropáticas,1
biforminal,1
biformainal,1
muculatura,1
inferiorenmg,1
uricemia,1
esquerdalaseg,1
ausentepg,1
equimotica,1
macrossomico,1
hdainicio,1
ascenão,1
variados,1
bilitrons,1
proteicos,1
clienteno,1
anabolizantes,1
hdestreitamento,1
enfermagemhd,1
pesopa,1
classificaçãoobesidadeobesidadeobesidade,1
pressoricos,1
aeap,1
saran,1
medicaçoessem,1
negamus,1
quaisao,1
anabolizantesexame,1
bcnrf,1
edemaexames,1
ergométrico,1
esposorelata,1
examesnega,1
causascolono,1
receituários,1
sabidamente,1
lessão,1
plantarconduta,1
segap,1
taquidispneica,1
pérviosopacidades,1
aéreasnão,1
efusão,1
pericárdicanão,1
mediastinaiscoração,1
preservadaspequeno,1
cmateromatose,1
coronarianaespondilopatia,1
hepáticaopiniãoopacidades,1
aéreasdemais,1
endartectomia,1
eupneicoagi,1
rehospitalização,1
póscirurgica,1
geniturinária,1
insegura,1
alteraçõesmmii,1
condutaorientoavaliação,1
msesolicito,1
facedeixo,1
direitasanilizado,1
legiveisdiurese,1
adeprealizado,1
enfermamagem,1
intercôrrencias,1
valdisson,1
junio,1
dislipdemiamuc,1
diacereina,1
omnic,1
oca,1
atorvastatinanytebalergia,1
brnftssap,1
hdpielo,1
constaparto,1
cefálicornt,1
afebrilpeso,1
bilateralteste,1
reicidiva,1
incidioso,1
intensidadeatualmente,1
analgesiaanamneseexame,1
ssegue,1
depreesão,1
mgmenstruação,1
fluxop,1
reacao,1
terezinha,1
tossse,1
dede,1
fétida,1
hipotireoidism,1
eutyrox,1
devidas,1
mgmanhã,1
eritromicina,1
fixacao,1
clinicolaboratorial,1
inversão,1
sonovigília,1
presentetv,1
suspenção,1
progride,1
reintroduzir,1
cmcefbreambcf,1
associadosap,1
comorbiadesmedicações,1
membroshd,1
aureacd,1
maxalt,1
mentado,1
cangurucom,1
higine,1
coton,1
imersao,1
aferidossvv,1
bpmctb,1
desmamae,1
abordo,1
farináveos,1
rotinaalergias,1
anorexiahpp,1
intercorrenciahipótese,1
diagnósticaexame,1
labooratorio,1
odorago,1
nuligestadum,1
junhodst,1
sopbariatrica,1
fluconazolorientações,1
consultórioadmitido,1
epigástria,1
bloodstop,1
normaismiocárdio,1
normalfunção,1
repousofunção,1
normalaparelhos,1
pulmonarveia,1
duplex,1
enfisemas,1
coala,1
normaiscalcificações,1
crâniohipoatenuação,1
abdmome,1
decalcificações,1
sequelaresalargamento,1
dilataçãocompensatória,1
etárianão,1
monilíase,1
aprtesneta,1
negativashmc,1
craniosc,1
direitaavaliado,1
especfica,1
acaros,1
epitelio,1
hpuerpera,1
jelgo,1
alesandra,1
mgglifage,1
atovastatina,1
plantaô,1
respiraçaô,1
identificaçaô,1
aspersaô,1
ssvve,1
glicemioa,1
nailde,1
hpatica,1
tricuspídeo,1
atestadorelata,1
diuresealta,1
seborreicaem,1
colchicinahd,1
seborreicacd,1
observarfeito,1
sino,1
brasileiro,1
sinvastastina,1
neurologicoativo,1
manipulaçõesabertura,1
espontaneapupilas,1
fotorreagentesforça,1
pescoçocranio,1
simetricocouro,1
limpocervical,1
palpaveismucosa,1
respiratorioeupnenico,1
rsd,1
cardiacosimetrico,1
expansibilidadeacv,1
abdomegloboso,1
momentomss,1
edemaspulsos,1
simetricosperfusão,1
edemametasprevenir,1
quedaprevenir,1
infecçãoprevenir,1
dispositivopromover,1
diagnosticopromover,1
respiratoriopromover,1
tranquilopromover,1
familiarsegue,1
palpáveishdz,1
apixacabana,1
medicadocom,1
brnfpulmões,1
exoulceração,1
metronizadol,1
iobservaçãoexames,1
redondo,1
bursitedm,1
arritmianega,1
mlconforme,1
fibro,1
trascrevo,1
plantãocom,1
císticas,1
qqll,1
areolar,1
distante,1
neoangiogênese,1
envolto,1
multiparamentros,1
reinalente,1
fibrilar,1
subclav,1
solitario,1
doloroo,1
oculsivo,1
diurnodata,1
hasdmalzeimer,1
concentrador,1
aminofilina,1
uiui,1
sicnegado,1
sintomasdiagnosticado,1
cutaneapulmonar,1
telegrave,1
fentanilmidazolam,1
hipohidratada,1
glasgowt,1
bnm,1
renalmetabólico,1
agreavalição,1
ocre,1
antihas,1
repoosição,1
traumatizado,1
emegencia,1
reavaliou,1
aderir,1
desorienta,1
adminitração,1
alzheimerar,1
dispnpeia,1
basesac,1
brad,1
algicocontrole,1
ciproflixacino,1
pleurl,1
fragilsem,1
pfir,1
grosseiros,1
dvaabd,1
sedonalgesia,1
perido,1
fezesexames,1
trm,1
hemantimetrica,1
pvdl,1
infectadas,1
apphas,1
dialiico,1
tramalevolução,1
acbrfn,1
fotorreagenges,1
clavia,1
gastroentestinal,1
broncoaspiraçao,1
preservadaapresenta,1
exudato,1
dipironametasmicafungina,1
hupaciente,1
alimentaçãocomorbidades,1
asmaticamuc,1
foraseq,1
bombinhanega,1
palpaveishu,1
redutivelusg,1
semanasem,1
maklouf,1
domindo,1
leitoacv,1
mvra,1
avaliaçãofilha,1
desbridamentos,1
dirigidopaciente,1
bnftssabdome,1
observaçãomie,1
ativasmid,1
tawane,1
menezescoren,1
monitorizaçãoavp,1
fluxonega,1
stella,1
sobrer,1
intercorrenciaoriento,1
diferenciada,1
coforme,1
teicoplaninaevolução,1
panturrilhasag,1
gilvanysegue,1
botaroboeoot,1
comunicoe,1
nfermeiro,1
sopmuc,1
qeuda,1
aguardano,1
esqurdo,1
présíncopesem,1
desmaios,1
associadosnão,1
contínuasen,1
kelen,1
cardiovascularpo,1
usom,1
intençao,1
edemasdoppler,1
lipoaspiracaonega,1
miis,1
emagrecerap,1
solt,1
engenheiro,1
empresarioap,1
sedentria,1
irmaos,1
bccgpalta,1
alimentaacaopai,1
dmmae,1
examesretorna,1
cvom,1
exslab,1
okeco,1
lib,1
evista,1
cardiovascularap,1
tinelol,1
ceckupcd,1
diminuop,1
cardilogia,1
continuomarcar,1
intercorrenciaapós,1
elzenir,1
ganzarolli,1
diastr,1
tcn,1
cotactanteex,1
fisicooroscopia,1
altar,1
rahd,1
cdsintoamticosatestado,1
hsdag,1
liquorico,1
orientadasem,1
deficitpifrglasgow,1
rotinaobs,1
yomou,1
expliquei,1
demorar,1
fadigaqueixa,1
dzp,1
ebcaminhada,1
ílicitas,1
negaex,1
atetla,1
aaexame,1
simetricoshomans,1
imobilizado,1
axilo,1
alteraçãoa,1
eepigastralgia,1
vaginaissem,1
antropilórica,1
comorbidadaesnega,1
propilnitrato,1
ênterocólicas,1
oclusões,1
alergiascirurgias,1
nacarado,1
cesarianaao,1
eeupneica,1
aveludadas,1
localizase,1
aaau,1
presentead,1
visibilizase,1
inocentedu,1
ulceroestenosante,1
pregas,1
convergêntes,1
desconfigura,1
asuentetonus,1
nromaltv,1
residuos,1
epré,1
examesglic,1
peeserado,1
dri,1
natalcd,1
eclam,1
atecedentesap,1
ultarssom,1
losartanaago,1
spmac,1
negaalergiavícios,1
complementaresco,1
intraepiutelial,1
malignidadeusgtv,1
elementar,1
iumagem,1
anecóico,1
refroço,1
hiperecogênica,1
trnsmural,1
fúndico,1
volumose,1
gfuncional,1
contrastelabs,1
rpoteína,1
anoshsta,1
bilateralvirgem,1
examemarcha,1
esquerdaequino,1
redutível,1
leiomiomammg,1
kafo,1
articulada,1
impante,1
qsle,1
metalicousgtv,1
ritmonorm,1
nestea,1
clínicoobesidade,1
resistendia,1
esteatosecom,1
endoldl,1
rosuecott,1
hvecaminhar,1
diariamenteprescrevo,1
artrolive,1
hsta,1
radiointervencao,1
atenlol,1
anexosusg,1
camianhda,1
inagiva,1
inferiro,1
aplasia,1
sialorreico,1
doprosseguir,1
ororscopia,1
placahipótese,1
neuza,1
penido,1
aasociado,1
abrir,1
cepefime,1
constando,1
cntacuta,1
ficara,1
internadado,1
hipocalórica,1
tabata,1
grsf,1
inquieto,1
concede,1
saque,1
hipoproteica,1
lindsay,1
laine,1
laporte,1
diagnósticalesão,1
rotadorcondutaexames,1
apta,1
sanbe,1
receitar,1
piramidalrecebendo,1
caeito,1
marcocalmasonolentamantendo,1
salinizadocateter,1
litrominuto,1
ectasiada,1
alergiasfilho,1
amoxilinamonitorizada,1
paoximetriaverificado,1
cuidadosaguardando,1
sfmlsl,1
swb,1
vigilanciatroca,1
macaacompanhada,1
pansinuosopatiafistula,1
oroantral,1
controlecrirugia,1
oligoanurico,1
colunasqueixas,1
mld,1
obesapax,1
fcrcr,1
bhf,1
ssarx,1
decl,1
pilatescid,1
implantadosegue,1
deambulandocateter,1
sorrindo,1
exudativas,1
negativogenitalia,1
anita,1
periadventíceos,1
czp,1
hdsd,1
intensidadel,1
alteraçã,1
livretornozelo,1
valgodor,1
acessóriornm,1
inflação,1
acessóriocdfstpossibilidade,1
palmilhas,1
gpnabveio,1
hojedummac,1
condutausgtvmamasco,1
rctastatus,1
amocixilina,1
ernersto,1
capilarhips,1
interdialidica,1
tortuoso,1
eque,1
periadventícios,1
quartas,1
procrição,1
exibindo,1
hashipotireoidismocardiopataitu,1
hdpneumonia,1
delirum,1
sorroroca,1
apertar,1
estudado,1
perdnisolona,1
visnadi,1
claudicar,1
patológicoshd,1
prometasiza,1
vecg,1
minutoslabs,1
alcimery,1
xrotina,1
esporadicamentepa,1
quézia,1
obesidadetabagismopot,1
aafazendo,1
óculosapresentando,1
produtivacvp,1
diapaciente,1
saí,1
recepcionista,1
acoap,1
conhecidasrefere,1
fisgadas,1
urinarrealizou,1
sicrefere,1
preocupase,1
gestaçaoef,1
mvbtsra,1
seguimentoconsulta,1
atbsolicito,1
diagnósticosdiabetes,1
abstemica,1
frat,1
putin,1
ectérico,1
ambiênte,1
polisado,1
dislipidemiahasmenarca,1
trhcirurgias,1
intenstinal,1
cesarianavacinada,1
diabéticas,1
dermatites,1
ivermetina,1
lipikar,1
identificaçaõ,1
elevadogrades,1
abertacampanhia,1
alcancefamiliar,1
necessarioinstalado,1
pneumaticocateter,1
camapanhia,1
aoa,1
mirenaao,1
intestinoe,1
bemontem,1
diarreiaevacuou,1
ontempe,1
visiveisabdplano,1
palpaçãorha,1
usocaneta,1
atritos,1
sdengue,1
uisemanadapagliflozina,1
controlesac,1
alvoh,1
incrementar,1
ttos,1
topicosdeseja,1
simpatectomia,1
bronquiteasma,1
examesnotrelabs,1
nffl,1
alênia,1
esquerdaempiema,1
formaçao,1
fistularx,1
pulmonarcdliquido,1
culturacuidados,1
drenoanotar,1
debido,1
repetido,1
asscite,1
ascitecd,1
machuca,1
barbeia,1
trará,1
asmabronquite,1
antitpo,1
elvis,1
hhipótese,1
hasprojeto,1
esquerdausg,1
eficazx,1
mmmii,1
caterine,1
enoxaparania,1
rígido,1
extermidade,1
airforce,1
desat,1
abx,1
olympikus,1
trice,1
filum,1
attrek,1
puma,1
platform,1
trace,1
soft,1
asics,1
kayano,1
mizzuno,1
profhecy,1
oasklen,1
hybrid,1
cdrepito,1
papetes,1
azaleia,1
amigdalasrepeço,1
sufocadadentista,1
trilha,1
northface,1
salomon,1
ouvidohj,1
vomitosamp,1
sraconduta,1
sdiagn,1
mantebndo,1
alteia,1
sirlei,1
vrem,1
otobetnovateendocrino,1
prots,1
cets,1
momentolabs,1
cpoqueixa,1
estavelexame,1
vestes,1
losart,1
persecutórios,1
insight,1
morteconduta,1
cpo,1
supervisionada,1
ringerh,1
ortopediatruoxe,1
drenoh,1
laudorefere,1
cruztécnicoa,1
anornm,1
procurame,1
púprura,1
henoch,1
scholein,1
considero,1
bilateralcd,1
dividol,1
alcalose,1
esquerdoantecedentes,1
amiotrófica,1
anisocoricas,1
manipuladoé,1
xmmgh,1
mmgh,1
hiperinsuflado,1
astral,1
stpressão,1
oxigêniosem,1
esb,1
resulktado,1
morder,1
hshs,1
intercorrênciascarolina,1
intersinal,1
reavaliaçãoausência,1
aoda,1
aocd,1
facilidadedesconhece,1
anamneseconsulta,1
febreha,1
evacua,1
alteraçaooto,1
femina,1
regulado,1
hfamiliar,1
sintomaspai,1
pendulares,1
supraclaviculares,1
livresabdome,1
tratamentoconduta,1
alteraçõesee,1
macroscopicamente,1
mmiisensitivo,1
asmamuc,1
losrartana,1
ápicesabd,1
mvpeplbhmaterdeicombrmvpepptbrd,1
bariátrico,1
reparadoracirurgia,1
setantropometriapeso,1
perdaest,1
vitaminasalergia,1
negahabs,1
etltbgcontraceptivo,1
diuefabdome,1
aventalcdsolicito,1
dermo,1
classicaoriento,1
riscosretorno,1
rxqueixa,1
derramou,1
dexpantenol,1
antiparasitario,1
presentesneurológico,1
soloroso,1
alteraçõesforça,1
enxaquecaef,1
preservadasem,1
esquecimentos,1
aecdrm,1
contrateeegciclobenzaprina,1
sintomaticoshidratação,1
chas,1
caela,1
recemnascidoalojamento,1
horientada,1
enfermagemedna,1
vitaisedna,1
necessárioedna,1
kq,1
develafaxina,1
mgcd,1
hasbeg,1
evlabs,1
palpaçãoadm,1
preservadosem,1
examea,1
trhvida,1
nãonuligestavirgo,1
cede,1
dorsosem,1
genitourinarias,1
alimentarhpp,1
físicot,1
respiratorioabdome,1
segundospele,1
elevadosegue,1
ambientecalmoativoreativoafebrilacompanhado,1
psitrouxe,1
cotoumbilical,1
drmarcel,1
drpatricia,1
hospno,1
portari,1
seguerançae,1
josimara,1
bestel,1
socomo,1
condutaprescrição,1
convulsaõ,1
barbar,1
stu,1
nutron,1
cranioimagem,1
perfilrx,1
retificados,1
expansãodeixo,1
amgevita,1
hematimétrica,1
retroperitonialdellirium,1
dermatodra,1
despertocomunicativo,1
lúcidoorientado,1
ureterolitíase,1
deslocada,1
anterolateralmente,1
rennó,1
anatomopatológica,1
oncologicaadenoca,1
invasivodepressaomucfluoxetina,1
metfotmina,1
pelvicaretaltenesmo,1
vesicovaginal,1
colovaginal,1
moldes,1
ondazetrona,1
qtultima,1
alteraçoessolicito,1
morfinahb,1
examesretorno,1
cdconcentrado,1
irradiado,1
filtradoanalgesia,1
adelino,1
silmara,1
joriatti,1
lombalgiador,1
palpaçaoerro,1
posturalfaz,1
cntaalongamento,1
rotinaassintomática,1
delosartana,1
armv,1
gral,1
intrcorrencias,1
reprogramada,1
mgdlhrs,1
cuidadoshrs,1
lei,1
bristol,1
msbtat,1
previaefbegaaa,1
martinelli,1
inferomedial,1
silverskild,1
continuado,1
rpapaciente,1
kohler,1
perrellatécnicoa,1
atbg,1
roncopedi,1
bastonets,1
corresponde,1
pang,1
enant,1
peridal,1
npor,1
cesareaseptoplastiaalergias,1
soprosa,1
adventiciosabdomeplano,1
diagnósticacid,1
zcondutalibero,1
losartanahdtz,1
huproveniente,1
classicos,1
queixasef,1
neurolgoicas,1
comeparece,1
fezpsg,1
abdominalcomorbidades,1
negapeso,1
afebrilneurologico,1
examebrnf,1
particularhd,1
viceromegaliaspele,1
isadoraprescrevo,1
hidrataçãoreavaliação,1
vence,1
vu,1
okdo,1
examemamas,1
altesp,1
leucorreiatoque,1
leucorreiacd,1
elevadasmonitorizada,1
laboratórias,1
espontânia,1
encaminharam,1
anjosenfermeiroa,1
assintoamtica,1
médicojosiani,1
dumeco,1
contactuandoorientada,1
vasco,1
wail,1
retroperitonial,1
ílio,1
oxiemtria,1
noah,1
gpna,1
pnat,1
semanasg,1
melhorainsuficiência,1
pick,1
fisicoau,1
amxtmp,1
bgns,1
físicovarizes,1
mmiicondutadaflon,1
elasticadoppler,1
motivopaciente,1
pelemedicamentos,1
cpcedo,1
insuficienica,1
wick,1
receitaretiro,1
oxymag,1
calcitran,1
afasta,1
sintomáicos,1
sintompaticos,1
disartrias,1
intercorrecias,1
reavaliaçãoraiox,1
alteraçõesecg,1
amanhãconduta,1
rmt,1
médicaconduta,1
elmauer,1
nobre,1
brum,1
cabiceiras,1
travdas,1
conscienteorientadocoradohidratadoacamado,1
xtireoidectomia,1
paicente,1
hmgregrcrt,1
cetoprofenoclonazepam,1
mbpfm,1
dhegpc,1
altg,1
terapêuticaprogressão,1
dietaganho,1
geralevolui,1
aquecidamantendo,1
abertano,1
residuocateter,1
nppao,1
fisicocoradohidratadoeupneicoativoreativofontanela,1
plananormotensaacbrnf,1
momentoapmv,1
simétricaabdrhaglobosoflácidosem,1
palpaçãommssii,1
físicosobrepeso,1
eretor,1
espinha,1
chaaea,1
qdpcte,1
sola,1
botina,1
calçar,1
cuturno,1
edemashd,1
condutatopiramato,1
extremos,1
adotadas,1
circunscrita,1
anosdepressão,1
sertralinaalergia,1
penicilinamenarca,1
acohf,1
hdk,1
xmmrra,1
xmmcat,1
cresc,1
retracoes,1
afebrilar,1
qqiinf,1
bibasalacv,1
socialdemanda,1
acompanhantehrealizo,1
cdfaço,1
vira,1
condutacomunico,1
dayaneserviço,1
acompanhandobruna,1
hernandesassistente,1
socialcress,1
importânciap,1
alteraçõesrinoscopia,1
sahd,1
condutaor,1
médicasmedpsi,1
intercorrênciasatesto,1
citratoumgh,1
voluml,1
naumeqh,1
meq,1
rinitemedicamento,1
nasofaringiteconduta,1
eestomago,1
historicode,1
coradoar,1
acpacv,1
atraumáticahasnega,1
retiradaaguardo,1
desconfortorx,1
fraturasecg,1
diferenciais,1
rpaciente,1
neurolgoico,1
cirurgicacg,1
incisoes,1
metilcelulose,1
capsulorexis,1
hidrodissecção,1
ceruloplasmina,1
siedel,1
intracameral,1
oclusor,1
aretorno,1
cardiorotinarosuvastatina,1
xpuran,1
nçao,1
ventricualr,1
holterhpp,1
rouquidão,1
sintomasao,1
amônia,1
seguimentofaço,1
mirta,1
quetiapinazolpidemfluoxetinasuspendo,1
efgeral,1
costelahda,1
ocorrida,1
resposabilidade,1
endoped,1
ainecomorbidades,1
cpdias,1
tensionalnega,1
neurologicosnega,1
queixasobeg,1
consultaid,1
amseguia,1
ammenarca,1
particularidadesindolor,1
faceoroscopia,1
dhea,1
emae,1
hipertensivocdprescrevo,1
ecgaguardo,1
quimioterapiahá,1
subfebris,1
moderadaacentuada,1
neopalsia,1
sobrera,1
hiperhipoglicemia,1
entrado,1
rishard,1
cmepai,1
antecipado,1
dexto,1
medicaçõesna,1
bilateralhpp,1
espironolactonaalergias,1
chaaasistema,1
dimidiadoaparelho,1
pulmonaresabdome,1
edemigenica,1
agudizadaconduta,1
hcontrole,1
diuresesolicito,1
enfermarianão,1
aresponsiva,1
clarasemiespessa,1
advs,1
afirmo,1
irei,1
discuti,1
labilidade,1
aramada,1
expectora,1
mphd,1
barbieri,1
soaa,1
insista,1
jemaila,1
pergunto,1
ppc,1
obesidadecd,1
sinvastaina,1
cinarizinia,1
laboratoio,1
neagativo,1
amostrsa,1
nutidda,1
brnsem,1
sorpo,1
ecocadio,1
diminido,1
exericicios,1
elevaçao,1
fracionados,1
rotaçao,1
elegivel,1
voa,1
dorenfermeira,1
préviasnão,1
ocularsonda,1
abdomém,1
cuidadormãe,1
retornoe,1
alteraçõesnasoscopiasem,1
alertasolicito,1
eletroencefalografico,1
medicamentosmuc,1
traigem,1
sudoreica,1
domperidonaefbeg,1
viralhistória,1
membors,1
anosprojeto,1
agraves,1
chaaaecd,1
mvp,1
creptaçoes,1
alertaalarme,1
anormalidadestc,1
heberdden,1
bouchardhd,1
mãoscd,1
encegalomalacia,1
hemisferio,1
leucoaraiosemicroangiopatia,1
quedaqueixa,1
ombroconduta,1
pmrivaroxabana,1
escurecido,1
invbestigacao,1
variadas,1
amialse,1
trychophyton,1
leucodermia,1
loceryl,1
enxaquecaem,1
enxaquecaap,1
dlpen,1
ambulaotiral,1
carotídeaconduta,1
endoprótesechoque,1
explosivo,1
superadoira,1
brincava,1
ascensao,1
médoca,1
pssagem,1
cleides,1
titulo,1
tshtl,1
talofibular,1
lisfranc,1
